episode,total_model_time,num_steps,average_model_time_per_step,reward
0,3.1737194061279297,1003,0.0031642267259500796,-21.0
1,3.137343168258667,995,0.0031531087118177557,-21.0
2,3.1438965797424316,996,0.0031565226704241283,-21.0
3,3.096688747406006,1006,0.0030782194308210794,-21.0
4,3.1617109775543213,1002,0.0031554001771999214,-21.0
5,3.1221201419830322,997,0.0031315146860411555,-21.0
6,3.061469554901123,1010,0.003031157975149627,-21.0
7,3.16070556640625,1014,0.0031170666335367356,-21.0
8,3.2225959300994873,998,0.003229054038175839,-21.0
9,3.2285842895507812,997,0.0032382991871121175,-21.0
