episode,total_model_time,num_steps,average_model_time_per_step,reward
0,5.212280035018921,1007,0.005176047701111143,-21.0
1,3.506518840789795,1029,0.003407695666462386,-21.0
2,3.368049383163452,1007,0.0033446369246906177,-21.0
3,3.516366481781006,1023,0.003437308388837738,-21.0
4,3.3834331035614014,996,0.00339702118831466,-21.0
5,3.3871161937713623,990,0.0034213294886579417,-21.0
6,3.4127354621887207,1015,0.003362300947969183,-21.0
7,3.4525504112243652,1029,0.0033552482130460304,-21.0
8,3.415555477142334,1010,0.003381738096180529,-21.0
9,3.465667247772217,1025,0.003381138778314358,-21.0
