episode,total_model_time,num_steps,average_model_time_per_step,reward
0,5.423300266265869,1006,0.005390954539031679,-21.0
1,3.6240670680999756,1014,0.0035740306391518497,-21.0
2,3.4543309211730957,1024,0.0033733700402081013,-21.0
3,3.6037631034851074,1008,0.0035751618090130036,-21.0
4,3.515458345413208,1018,0.0034532989640601256,-21.0
5,3.488037347793579,1003,0.003477604534191006,-21.0
6,3.455371379852295,985,0.00350799124858101,-21.0
7,3.4443774223327637,1005,0.003427241216251506,-21.0
8,3.3088624477386475,991,0.0033389126616938927,-21.0
9,3.481368064880371,1017,0.0034231741050937767,-21.0
