episode,total_model_time,num_steps,average_model_time_per_step,reward
0,3.26015305519104,1022,0.003189973635216282,-21.0
1,3.07977557182312,997,0.003089042699922889,-21.0
2,3.081634283065796,1007,0.0030602127935112173,-21.0
3,3.098057508468628,1025,0.0030224951302132955,-21.0
4,3.0958149433135986,1000,0.003095814943313599,-21.0
5,3.0496957302093506,999,0.0030527484786880385,-21.0
6,3.118565559387207,1014,0.0030755084412102634,-21.0
7,3.1988232135772705,1002,0.0031924383369034636,-21.0
8,3.106452226638794,994,0.0031252034473227305,-21.0
9,3.0771052837371826,992,0.0031019206489286116,-21.0
