episode,total_model_time,num_steps,average_model_time_per_step,reward
0,10.722901821136475,2289,0.004684535526927249,-16.0
1,9.789689779281616,2669,0.0036679242335262707,-12.0
2,8.850498676300049,2401,0.0036861718768430025,-16.0
3,8.726197004318237,2402,0.003632888011789441,-16.0
4,7.574193716049194,2070,0.0036590307807000937,-17.0
5,9.58221435546875,2573,0.003724140829952876,-13.0
6,7.915976047515869,2104,0.0037623460301881508,-15.0
7,9.200643539428711,2506,0.003671445945502279,-13.0
8,8.680579662322998,2321,0.0037400170884631617,-15.0
9,9.856574296951294,2727,0.003614438686084083,-14.0
