episode,total_model_time,num_steps,average_model_time_per_step,reward
0,2.8396053314208984,997,0.002848149780763188,-21.0
1,2.80873703956604,992,0.002831388144723831,-21.0
2,2.912635326385498,1002,0.002906821683019459,-21.0
3,2.875944137573242,1005,0.0028616359577843206,-21.0
4,2.884075164794922,1005,0.0028697265321342507,-21.0
5,2.7870328426361084,998,0.0027926180787936957,-21.0
6,2.7822437286376953,974,0.002856513068416525,-21.0
7,2.872066020965576,996,0.002883600422656201,-21.0
8,2.976041793823242,993,0.0029970209404060846,-21.0
9,2.884514808654785,1000,0.002884514808654785,-21.0
