episode,total_model_time,num_steps,average_model_time_per_step,reward
0,4.443436622619629,1012,0.00439074765080991,-21.0
1,2.7630109786987305,994,0.0027796891133790047,-21.0
2,2.7461605072021484,991,0.0027711004109002508,-21.0
3,2.8358681201934814,1011,0.0028050129774416237,-21.0
4,2.839444398880005,1010,0.0028113310880000047,-21.0
5,2.910203695297241,1008,0.00288710684057266,-21.0
6,2.8431787490844727,997,0.0028517339509372846,-21.0
7,2.700991630554199,991,0.002725521322456306,-21.0
8,2.7969768047332764,1002,0.0027913940166998767,-21.0
9,2.747209310531616,990,0.002774958899526885,-21.0
