episode,total_model_time,num_steps,average_model_time_per_step,reward
0,5.016964912414551,1005,0.004992004887974678,-21.0
1,2.8418684005737305,1001,0.0028390293712025278,-21.0
2,2.796266555786133,1006,0.0027795890216561958,-21.0
3,2.8967416286468506,997,0.002905458002654815,-21.0
4,2.873333215713501,1019,0.0028197578171869487,-21.0
5,2.7561023235321045,997,0.0027643955100622912,-21.0
6,2.7549543380737305,983,0.0028025985127911805,-21.0
7,2.7672054767608643,999,0.0027699754522130774,-21.0
8,2.766818046569824,987,0.002803260432188272,-21.0
9,2.892400026321411,1026,0.0028191033394945526,-21.0
