episode,total_model_time,num_steps,average_model_time_per_step,reward
0,2.86755633354187,1023,0.0028030853700311536,-21.0
1,2.748884916305542,970,0.0028339019755727235,-21.0
2,2.9286344051361084,1002,0.002922788827481146,-21.0
3,2.8203182220458984,975,0.002892634073893229,-21.0
4,2.862626791000366,1004,0.002851221903386819,-21.0
5,2.858189582824707,1006,0.0028411427264659114,-21.0
6,2.90504789352417,1000,0.00290504789352417,-21.0
7,2.8047497272491455,999,0.002807557284533679,-21.0
8,2.7122275829315186,980,0.0027675791662566517,-21.0
9,2.9855127334594727,1003,0.002976582984505955,-21.0
