episode,total_model_time,num_steps,average_model_time_per_step,reward
0,4.990565299987793,982,0.0050820420570140456,-21.0
1,2.742462158203125,1009,0.002718000156791997,-21.0
2,2.8493027687072754,997,0.0028578763979009783,-21.0
3,2.8153557777404785,1000,0.0028153557777404786,-21.0
4,2.8457961082458496,1004,0.0028344582751452688,-21.0
5,2.9014642238616943,1012,0.002867059509744757,-21.0
6,2.7691457271575928,1016,0.002725537133029127,-21.0
7,2.9039595127105713,1001,0.002901058454256315,-21.0
8,2.9916188716888428,1015,0.002947407755358466,-21.0
9,2.834116220474243,1023,0.002770397087462603,-21.0
