episode,total_model_time,num_steps,average_model_time_per_step,reward
0,3.8856332302093506,1005,0.0038663017216013437,-21.0
1,3.7708816528320312,998,0.0037784385298918147,-21.0
2,3.5904715061187744,992,0.0036194269214907,-21.0
3,3.54343318939209,984,0.0036010499892196036,-21.0
4,3.6554718017578125,975,0.0037492018479567306,-21.0
5,3.664203405380249,1000,0.003664203405380249,-21.0
6,3.7604057788848877,1005,0.003741697292422774,-21.0
7,3.8022429943084717,1014,0.0037497465427105245,-21.0
8,3.7666385173797607,1011,0.0037256562981006535,-21.0
9,3.737839460372925,1007,0.003711856465117105,-21.0
