episode,total_model_time,num_steps,average_model_time_per_step,reward
0,4.244964838027954,1010,0.004202935483195994,-21.0
1,4.073839426040649,988,0.0041233192571261635,-21.0
2,4.094090223312378,999,0.004098188411724102,-21.0
3,4.0350987911224365,994,0.004059455524268045,-21.0
4,4.039111614227295,1014,0.003983344787206405,-21.0
5,4.01267671585083,1007,0.003984783233218302,-21.0
6,3.970808267593384,992,0.004002830914912685,-21.0
7,3.8334317207336426,980,0.0039116650211567785,-21.0
8,3.8821370601654053,993,0.003909503585262241,-21.0
9,3.8052749633789062,976,0.0038988472985439612,-21.0
