episode,total_model_time,num_steps,average_model_time_per_step,reward
0,7.209407567977905,2589,0.0027846301923437253,-12.0
1,9.368455410003662,3458,0.002709212090804992,-8.0
2,9.10608196258545,3351,0.00271742225084615,-10.0
3,7.536691188812256,2740,0.002750617222194254,-11.0
4,9.041072130203247,3388,0.002668557299351608,-6.0
5,9.162542581558228,3432,0.002669738514440043,-10.0
6,11.323649406433105,4144,0.0027325408799307688,-1.0
7,10.76527738571167,3921,0.0027455438372128715,-7.0
8,9.915387630462646,3614,0.002743604767698574,-4.0
9,9.825829982757568,3549,0.0027686193245301687,-7.0
