episode,total_model_time,num_steps,average_model_time_per_step,reward
0,4.134918451309204,995,0.004155696935989149,-21.0
1,4.073819875717163,1016,0.004009665232005082,-21.0
2,4.062454700469971,1035,0.0039250770052849954,-21.0
3,4.000417709350586,1009,0.003964735093509005,-21.0
4,4.069739103317261,985,0.004131714825702803,-21.0
5,3.96805739402771,999,0.0039720294234511615,-21.0
6,4.1021177768707275,998,0.004110338453778284,-21.0
7,4.034393072128296,1003,0.004022326093846756,-21.0
8,4.02326774597168,993,0.004051629150021833,-21.0
9,4.062555313110352,1006,0.004038325360944684,-21.0
