episode,total_model_time,num_steps,average_model_time_per_step,reward
0,2.9584672451019287,999,0.0029614286737757044,-21.0
1,2.8770456314086914,986,0.0029178961778992814,-21.0
2,2.8825950622558594,1004,0.0028711106197767526,-21.0
3,2.9105725288391113,994,0.002928141377101722,-21.0
4,2.907639980316162,998,0.002913466914144451,-21.0
5,2.9494969844818115,1023,0.0028831837580467366,-21.0
6,2.8659234046936035,995,0.0028803250298428174,-21.0
7,2.906848907470703,1004,0.002895267836126198,-21.0
8,2.869009256362915,995,0.0028834263883044373,-21.0
9,2.842111825942993,995,0.002856393794917581,-21.0
