episode,total_model_time,num_steps,average_model_time_per_step,reward
0,4.295830488204956,1011,0.004249090492784329,-21.0
1,4.201024532318115,1004,0.004184287382786967,-21.0
2,4.1367645263671875,985,0.004199760940474302,-21.0
3,4.116274833679199,980,0.004200280442529795,-21.0
4,4.240926265716553,1018,0.004165939357285415,-21.0
5,4.201957941055298,1023,0.0041074857683825,-21.0
6,3.996900796890259,995,0.004016985725517848,-21.0
7,4.205432415008545,1009,0.004167921124884583,-21.0
8,4.169857978820801,999,0.004174032010831633,-21.0
9,3.9879138469696045,982,0.004061012064123833,-21.0
