episode,total_model_time,num_steps,average_model_time_per_step,reward
0,12.036992311477661,3919,0.003071444835794249,6.0
1,12.594413042068481,4123,0.0030546720936377595,4.0
2,10.826290607452393,3486,0.0031056484817706233,-3.0
3,11.51289987564087,3703,0.003109073690424215,5.0
4,11.997676372528076,3879,0.0030929817923506255,-7.0
5,11.933205604553223,3925,0.0030403071603957257,-3.0
6,8.442477226257324,2844,0.0029685222314547554,-12.0
7,12.002372741699219,3899,0.0030783207852524285,3.0
8,9.993689775466919,3268,0.0030580446069360216,-6.0
9,11.062912702560425,3593,0.003079018286267861,-4.0
