episode,total_model_time,num_steps,average_model_time_per_step,reward
0,13.296289920806885,4011,0.003314956350238565,1.0
1,10.482937574386597,3199,0.003276942036382181,-10.0
2,11.238879680633545,3406,0.0032997297946663375,9.0
3,11.623359203338623,3656,0.00317925579960028,6.0
4,13.427371978759766,4059,0.003308049267987131,3.0
5,10.986244440078735,3381,0.0032494068145751953,10.0
6,12.751564502716064,3975,0.0032079407554002678,-4.0
7,13.320868730545044,4053,0.0032866688207611756,5.0
8,11.713824987411499,3483,0.003363142402357594,-3.0
9,10.79233193397522,3220,0.0033516558801165277,-9.0
