episode,total_model_time,num_steps,average_model_time_per_step,reward
0,9.801310300827026,3106,0.0031556053769565442,-8.0
1,10.29745101928711,3281,0.003138509911395035,-6.0
2,10.664705753326416,3409,0.0031283971115653904,-2.0
3,9.42902660369873,3023,0.0031190958000988193,-8.0
4,12.001760959625244,3851,0.0031165310204168384,-4.0
5,9.535914659500122,3025,0.0031523684824793794,-9.0
6,10.225163698196411,3301,0.003097595788608425,-6.0
7,8.87617015838623,2838,0.0031276145730747816,-7.0
8,9.992806196212769,3163,0.0031592811243163986,-6.0
9,10.472815752029419,3415,0.003066710322702612,-3.0
