n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms,total_train_time_s
1,nan,nan,nan,nan,9808.453,16.415178537368774
2,nan,nan,nan,nan,9571.446,15.046183347702026
3,nan,nan,nan,nan,9483.648,15.001790761947632
4,-21.0,-21.0,-21.0,1021.375,9445.511,15.03696608543396
5,-21.0,-21.0,-21.0,1021.7272727272727,9419.904,15.019545316696167
6,-21.0,-21.0,-21.0,1021.4375,9398.18,14.976039409637451
7,-21.0,-21.0,-21.0,1020.0833333333334,9384.679,15.008473873138428
8,-21.0,-21.0,-21.0,1020.0833333333334,9374.832,15.004739999771118
9,-21.0,-21.0,-21.0,1020.53125,9348.551,14.848807573318481
10,-21.0,-21.0,-21.0,1020.6060606060606,9318.143,14.773021459579468
11,-21.0,-21.0,-21.0,1021.3,9269.611,15.009384155273438
12,-21.0,-21.0,-21.0,1021.0416666666666,9267.252,15.0192391872406
13,-21.0,-21.0,-21.0,1021.0416666666666,9261.062,14.927756309509277
14,-21.0,-21.0,-21.0,1021.1785714285714,9257.912,15.039828777313232
15,-21.0,-21.0,-21.0,1020.6379310344828,9255.319,14.981783866882324
16,-21.0,-21.0,-21.0,1020.71875,9257.058,15.018704652786255
17,-21.0,-21.0,-21.0,1020.1944444444445,9269.581,15.098646640777588
18,-21.0,-21.0,-21.0,1020.1944444444445,9268.631,14.973634004592896
19,-21.0,-21.0,-21.0,1020.2875,9282.396,14.944718360900879
20,-21.0,-21.0,-21.0,1020.1604938271605,9284.696,14.754677534103394
