n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms,total_train_time_s
1,nan,nan,nan,nan,18739.282,34.73544096946716
2,nan,nan,nan,nan,18453.638,28.462379932403564
3,nan,nan,nan,nan,18377.015,27.97715139389038
4,-21.0,-21.0,-21.0,1027.25,18328.952,29.057929039001465
5,-21.0,-21.0,-21.0,1025.3333333333333,18294.448,27.909475803375244
6,-21.0,-21.0,-21.0,1033.8125,18265.883,27.97449803352356
7,-21.0,-20.954545454545453,-20.0,1049.3181818181818,18281.135,28.22639560699463
8,-21.0,-20.958333333333332,-20.0,1053.125,18259.507,28.370115518569946
9,-21.0,-20.9375,-20.0,1059.4375,18242.797,27.87177538871765
10,-21.0,-20.9375,-20.0,1059.4375,18228.923,27.95421075820923
11,-21.0,-20.94871794871795,-20.0,1068.7948717948718,18165.191,28.04395890235901
12,-21.0,-20.95,-20.0,1069.3,18158.872,28.17221474647522
13,-21.0,-20.9375,-20.0,1085.6666666666667,18146.631,27.89406657218933
14,-21.0,-20.94,-20.0,1085.1,18139.372,27.789790153503418
15,-21.0,-20.946428571428573,-20.0,1090.25,18137.919,28.45678687095642
16,-21.0,-20.948275862068964,-20.0,1090.4137931034484,18135.691,27.838083505630493
17,-21.0,-20.953125,-20.0,1091.015625,18109.098,28.72482419013977
18,-21.0,-20.940298507462686,-20.0,1091.7164179104477,18110.627,28.18268585205078
19,-21.0,-20.944444444444443,-20.0,1095.0277777777778,18110.684,27.774044275283813
20,-21.0,-20.94871794871795,-20.0,1094.7307692307693,18112.041,27.94825768470764
